no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,arrival_year,no_of_special_requests,room_type_reserved,market_segment_type,type_of_meal_plan,booking_status
2,0,2,2,0,56,9,25,0,0,0,185,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,1,0,0,1,11,14,0,0,0,121,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,3,0,27,5,10,0,0,0,141,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,1,3,0,254,9,29,0,0,0,100,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,1,0,41,6,28,0,0,0,86,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,3,0,117,10,29,0,0,0,123,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,0,1,0,105,4,6,0,0,0,75,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,0,0,2,0,211,5,20,0,0,0,100,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,0,1,1,0,103,6,11,0,0,0,127,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,1,0,2,0,179,7,27,0,0,0,113,2018,2,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,3,0,186,11,24,0,0,0,65,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,1,0,1,0,4,1,9,0,0,0,77,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
1,0,0,1,0,221,8,12,0,0,0,73,2018,0,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
1,0,0,3,0,113,5,31,0,0,0,100,2018,0,Room_Type 1,Corporate,Meal Plan 1,Canceled
2,0,0,4,0,29,2,24,0,0,0,66,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,2,0,5,5,28,0,0,0,133,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
1,0,0,2,0,5,8,26,0,0,0,65,2017,0,Room_Type 1,Corporate,Meal Plan 1,Canceled
2,0,0,2,0,18,2,19,0,0,0,88,2018,0,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,0,3,0,41,10,25,0,0,0,85,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,0,0,68,4,10,0,0,0,119,2018,0,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,1,1,0,14,6,13,0,0,0,101,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,2,0,157,8,28,0,0,0,81,2018,2,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,0,0,2,0,192,6,24,0,0,0,95,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,1,4,0,138,7,18,0,0,0,116,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,0,3,0,72,3,31,0,0,0,67,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,4,0,201,8,12,0,0,0,97,2018,1,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,1,3,0,99,4,25,0,0,0,91,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,5,0,172,8,15,0,0,0,91,2018,0,Room_Type 1,Online,Not Selected,Canceled
2,0,0,4,0,49,11,2,0,0,0,75,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,0,0,275,4,17,0,0,0,110,2018,0,Room_Type 1,Offline,Meal Plan 2,Canceled
3,0,0,2,1,3,4,1,0,0,0,156,2018,2,Room_Type 4,Online,Meal Plan 1,Not_Canceled
1,0,1,1,1,7,2,29,0,0,0,68,2018,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,2,1,0,48,3,5,0,0,0,68,2018,0,Room_Type 1,Online,Not Selected,Canceled
1,0,2,3,0,85,7,3,0,0,0,109,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,1,2,0,186,4,22,0,0,0,80,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,4,0,198,8,3,0,0,0,72,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,0,0,150,10,30,0,0,0,80,2018,0,Room_Type 1,Online,Not Selected,Canceled
2,0,0,3,0,35,3,16,0,0,0,63,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,2,0,64,9,5,0,0,0,91,2018,0,Room_Type 1,Online,Not Selected,Canceled
2,0,2,1,0,275,10,1,0,0,0,106,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,2,0,320,8,18,0,0,0,115,2018,1,Room_Type 1,Offline,Meal Plan 2,Canceled
2,0,0,2,0,74,9,18,0,0,0,102,2017,0,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
2,0,0,4,0,22,12,29,0,0,0,132,2017,0,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,1,2,0,40,10,5,0,0,0,95,2017,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,5,0,196,8,1,0,0,0,99,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,1,2,0,39,3,4,0,0,0,41,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,1,0,67,4,3,0,0,0,110,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,1,1,1,0,101,8,20,0,0,0,134,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,2,0,34,3,11,0,0,0,80,2018,1,Room_Type 1,Online,Not Selected,Canceled
2,1,2,2,0,186,8,26,0,0,0,168,2018,0,Room_Type 2,Online,Meal Plan 1,Canceled
2,0,0,2,0,346,9,13,0,0,0,115,2018,1,Room_Type 1,Offline,Meal Plan 2,Canceled
2,0,0,2,0,291,8,19,0,0,0,115,2018,0,Room_Type 1,Offline,Meal Plan 2,Canceled
2,0,1,2,0,36,10,31,0,0,0,95,2018,0,Room_Type 1,Online,Not Selected,Canceled
1,0,1,2,0,253,10,7,0,0,0,140,2018,1,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,0,1,0,19,4,13,0,0,0,119,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,1,2,1,118,10,16,0,0,0,98,2017,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,3,0,146,12,29,0,0,0,75,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
3,0,1,3,0,116,8,4,0,0,0,142,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,1,1,0,35,10,26,0,0,0,77,2017,1,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,4,0,323,5,17,0,0,0,112,2018,1,Room_Type 1,Offline,Meal Plan 2,Canceled
2,0,1,1,0,106,7,25,0,0,0,95,2018,0,Room_Type 1,Online,Not Selected,Canceled
1,0,0,1,0,361,11,4,1,1,0,91,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,1,1,0,57,5,21,0,0,0,127,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,39,8,14,0,0,0,109,2017,0,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
2,0,1,2,0,267,9,30,0,0,0,95,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,0,1,3,0,26,9,17,0,0,0,77,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,5,0,82,7,16,0,0,0,77,2017,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,2,0,4,0,63,4,13,0,0,0,167,2018,1,Room_Type 6,Online,Meal Plan 1,Not_Canceled
1,0,0,1,0,8,1,14,1,1,0,66,2018,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,0,3,0,37,10,13,0,0,0,105,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,1,2,1,0,60,11,20,0,0,0,110,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,2,0,273,5,13,0,0,0,95,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
1,0,1,3,0,10,7,11,0,0,0,146,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,2,0,123,8,12,0,0,0,77,2017,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,3,1,35,8,31,0,0,0,108,2018,0,Room_Type 1,Online,Not Selected,Not_Canceled
1,0,1,1,0,7,5,21,0,0,0,91,2018,1,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
2,0,0,3,0,44,2,17,0,0,0,75,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,0,2,5,0,125,7,18,0,0,0,68,2018,0,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
3,0,1,3,0,32,3,31,0,0,0,150,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,2,3,0,144,9,23,0,0,0,130,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,2,0,418,9,26,0,0,0,75,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,0,0,4,0,162,10,25,0,0,0,91,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,3,0,49,3,24,0,0,0,63,2018,0,Room_Type 1,Offline,Not Selected,Not_Canceled
1,0,0,1,0,16,3,11,0,0,0,75,2018,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
3,0,0,2,0,109,8,19,0,0,0,150,2018,0,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,1,3,0,290,12,1,0,0,0,87,2018,0,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,2,6,0,180,8,11,0,0,0,100,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,1,1,0,36,12,3,0,0,0,0,2018,0,Room_Type 1,Complementary,Meal Plan 1,Not_Canceled
2,0,2,2,0,204,10,9,0,0,0,73,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,1,0,82,6,23,0,0,0,86,2018,0,Room_Type 1,Online,Not Selected,Canceled
2,2,1,3,0,72,12,26,0,0,0,157,2018,0,Room_Type 6,Online,Meal Plan 1,Canceled
1,0,0,2,0,103,4,19,0,0,0,115,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
0,2,0,1,0,71,10,7,0,0,0,108,2018,1,Room_Type 2,Online,Meal Plan 1,Not_Canceled
1,0,0,2,0,192,6,24,0,0,0,95,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,2,0,86,9,24,0,0,0,105,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,1,0,14,4,29,0,0,0,65,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,0,0,3,0,335,10,13,0,0,0,80,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,2,0,8,11,11,0,0,0,77,2017,0,Room_Type 1,Online,Not Selected,Canceled
2,0,1,1,0,63,9,12,0,0,0,125,2018,2,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,0,1,0,20,11,22,0,0,0,116,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,2,0,0,52,10,2,0,0,0,108,2018,1,Room_Type 1,Online,Not Selected,Canceled
2,0,0,2,0,158,11,25,0,0,0,90,2018,1,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,3,0,15,10,7,0,0,0,105,2017,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
1,0,0,1,0,181,10,11,0,0,0,250,2018,1,Room_Type 1,Offline,Meal Plan 1,Canceled
3,0,0,2,0,114,8,4,0,0,0,138,2018,0,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,2,2,1,92,7,17,0,0,0,124,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,4,0,47,11,16,0,0,0,88,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,2,0,2,0,28,9,13,0,0,0,236,2018,1,Room_Type 6,Online,Meal Plan 1,Not_Canceled
2,0,2,1,0,132,2,7,0,0,0,62,2018,0,Room_Type 4,Offline,Meal Plan 1,Not_Canceled
2,0,0,3,0,44,2,17,0,0,0,75,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,1,0,125,6,19,0,0,0,103,2018,2,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,98,10,26,0,0,0,80,2018,0,Room_Type 1,Online,Not Selected,Canceled
2,1,1,1,0,111,8,13,0,0,0,99,2018,0,Room_Type 4,Offline,Meal Plan 1,Not_Canceled
2,2,0,3,0,52,9,14,0,0,0,208,2018,1,Room_Type 6,Online,Meal Plan 1,Canceled
1,0,1,1,0,2,2,8,0,0,0,75,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,1,3,0,142,11,21,0,0,0,85,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,2,0,69,9,22,0,0,0,106,2017,0,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
3,0,0,1,0,88,8,19,0,0,0,150,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,2,1,0,1,10,4,0,0,0,136,2017,0,Room_Type 4,Online,Meal Plan 1,Not_Canceled
1,0,0,3,0,74,6,16,0,0,0,109,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,1,2,0,133,3,11,0,0,0,84,2018,1,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,2,0,265,6,24,0,0,0,115,2018,1,Room_Type 1,Offline,Meal Plan 2,Canceled
3,0,0,3,0,117,7,14,0,0,0,147,2018,0,Room_Type 4,Online,Meal Plan 1,Canceled
2,1,2,1,0,61,11,26,0,0,0,90,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,0,0,1,0,443,4,29,0,0,0,60,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,0,0,1,0,0,3,22,0,0,0,0,2018,1,Room_Type 1,Complementary,Meal Plan 1,Not_Canceled
1,0,1,2,0,253,10,7,0,0,0,140,2018,1,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,0,3,0,67,6,9,0,0,0,116,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
2,2,0,1,0,20,7,6,0,0,0,231,2018,1,Room_Type 6,Online,Meal Plan 1,Not_Canceled
1,0,0,2,0,164,10,2,0,0,0,100,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,2,0,3,0,117,5,5,0,0,0,177,2018,2,Room_Type 6,Online,Meal Plan 1,Not_Canceled
2,0,2,3,0,15,9,20,0,0,0,124,2017,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,3,0,18,11,10,1,0,1,123,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,2,0,0,3,10,18,0,0,0,65,2017,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,2,1,4,0,134,8,1,0,0,0,176,2018,1,Room_Type 6,Online,Meal Plan 1,Not_Canceled
2,0,0,1,0,0,11,28,0,0,0,54,2017,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,2,0,24,9,19,0,0,0,107,2018,0,Room_Type 4,Offline,Meal Plan 1,Not_Canceled
2,0,2,1,0,252,10,15,0,0,0,106,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
1,0,0,2,0,151,1,19,0,0,0,71,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,2,0,3,0,5,2,11,0,0,0,83,2018,0,Room_Type 2,Online,Meal Plan 1,Canceled
2,0,0,2,0,68,9,29,0,0,0,48,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
3,0,0,2,0,209,8,19,0,0,0,133,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,1,0,7,5,21,0,0,0,107,2018,0,Room_Type 4,Offline,Meal Plan 1,Not_Canceled
2,0,1,0,0,2,3,28,0,0,0,64,2018,0,Room_Type 1,Online,Not Selected,Not_Canceled
3,0,1,2,0,97,8,5,0,0,0,150,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,0,3,0,88,5,3,0,0,0,117,2018,1,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
2,1,2,4,0,90,8,4,0,0,0,136,2018,1,Room_Type 1,Online,Meal Plan 1,Canceled
2,1,0,3,0,99,4,5,0,0,0,91,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,0,0,0,8,10,0,0,0,115,2017,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,0,4,0,236,9,27,0,0,0,81,2018,1,Room_Type 1,Online,Not Selected,Canceled
2,0,1,1,0,35,10,15,0,0,0,149,2018,2,Room_Type 1,Online,Meal Plan 2,Not_Canceled
2,0,0,1,0,443,4,29,0,0,0,65,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
1,0,0,3,0,113,5,31,0,0,0,100,2018,0,Room_Type 1,Corporate,Meal Plan 1,Canceled
2,0,1,2,0,153,5,2,0,0,0,88,2018,0,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,1,3,0,99,7,18,0,0,0,142,2018,2,Room_Type 1,Online,Meal Plan 2,Not_Canceled
2,0,2,0,0,146,4,24,0,0,0,95,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
1,0,0,1,0,182,10,12,0,0,0,120,2018,1,Room_Type 1,Offline,Meal Plan 1,Canceled
2,0,2,2,0,19,8,20,0,0,0,139,2018,0,Room_Type 1,Online,Not Selected,Canceled
2,0,2,0,0,75,10,30,0,0,0,105,2018,0,Room_Type 1,Offline,Meal Plan 2,Canceled
2,0,1,2,0,224,8,1,0,0,0,87,2018,1,Room_Type 2,Online,Meal Plan 1,Not_Canceled
2,0,0,1,0,0,11,30,0,0,0,73,2018,1,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,1,1,1,120,5,2,0,0,0,104,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
2,1,0,4,0,44,8,17,0,0,0,152,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,4,0,93,7,2,0,0,0,84,2018,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,2,1,0,11,3,6,0,0,0,90,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,3,0,143,6,2,0,0,0,100,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,2,2,0,59,7,3,0,0,0,78,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,2,2,0,76,5,8,0,0,0,91,2018,1,Room_Type 4,Offline,Meal Plan 1,Not_Canceled
1,0,2,1,0,10,10,2,0,0,0,149,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,0,1,0,1,2,13,0,0,0,79,2018,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,1,3,0,250,9,26,0,0,0,95,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,0,0,2,0,315,12,2,0,0,0,52,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,1,0,110,7,25,0,0,0,95,2017,0,Room_Type 1,Offline,Meal Plan 2,Canceled
2,1,1,3,0,1,3,21,0,0,0,129,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,211,11,18,0,0,0,68,2018,1,Room_Type 1,Online,Not Selected,Canceled
2,0,2,1,0,145,1,3,0,0,0,65,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,2,0,22,5,20,0,0,0,140,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,0,1,2,0,82,4,1,0,0,0,82,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,1,1,3,0,172,8,1,0,0,0,115,2018,2,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,2,0,70,9,15,0,0,0,149,2018,0,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,2,5,0,95,6,29,0,0,0,86,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,1,2,0,57,6,10,0,0,0,91,2018,1,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,5,0,104,12,23,0,0,0,72,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,3,0,41,4,30,0,0,0,128,2018,2,Room_Type 2,Online,Meal Plan 1,Not_Canceled
1,0,0,3,0,37,10,13,0,0,0,95,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,4,0,93,10,7,0,0,0,89,2017,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,2,4,0,69,6,12,0,0,0,120,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,1,0,2,0,54,9,9,0,0,0,122,2018,1,Room_Type 1,Offline,Not Selected,Not_Canceled
2,0,0,3,0,8,6,30,0,0,0,110,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,3,0,8,8,16,0,0,0,104,2018,0,Room_Type 1,Online,Not Selected,Canceled
2,0,1,2,0,54,8,19,0,0,0,149,2018,2,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,2,3,0,18,8,30,0,0,0,89,2017,1,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,3,0,18,3,17,0,0,0,109,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,2,1,0,80,12,3,0,0,0,75,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
3,0,0,3,0,52,3,22,0,0,0,131,2018,1,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,4,8,0,159,12,22,1,0,1,146,2018,2,Room_Type 6,Online,Meal Plan 1,Not_Canceled
2,0,0,3,0,101,5,17,0,0,0,81,2018,2,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
0,2,0,2,0,9,5,18,0,0,0,120,2018,0,Room_Type 2,Online,Meal Plan 1,Canceled
3,0,2,2,0,67,12,4,0,0,0,119,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
3,0,0,2,0,9,6,17,0,0,0,177,2018,2,Room_Type 4,Online,Meal Plan 1,Not_Canceled
1,0,2,4,0,245,7,6,0,0,0,110,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
1,0,1,2,0,31,9,16,0,0,0,70,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,1,1,2,0,103,7,11,0,0,0,108,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,39,2,19,0,0,0,76,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
2,1,0,2,0,311,12,30,0,0,0,113,2018,1,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,1,0,5,8,15,0,0,0,124,2017,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,1,0,0,3,16,0,0,0,109,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,257,7,1,0,0,0,102,2017,0,Room_Type 1,Offline,Meal Plan 2,Canceled
2,0,0,1,0,35,11,18,0,0,0,113,2017,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,0,2,0,377,10,14,0,0,0,90,2018,0,Room_Type 1,Offline,Meal Plan 2,Canceled
1,0,0,1,0,37,5,13,0,0,0,116,2018,0,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,0,3,0,36,2,11,0,0,0,64,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,1,1,0,218,8,13,0,0,0,69,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,1,2,0,273,5,13,0,0,0,95,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,0,0,1,0,56,6,8,0,0,0,120,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,5,0,197,8,23,0,0,0,97,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
1,0,0,2,0,188,6,15,0,0,0,130,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,0,1,2,0,305,11,4,0,0,0,89,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
1,0,0,2,0,14,5,31,0,0,0,80,2018,0,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,2,1,0,220,9,17,0,0,0,172,2018,0,Room_Type 1,Offline,Meal Plan 2,Canceled
2,0,2,3,0,24,9,25,0,0,0,95,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,1,0,0,0,5,9,0,0,0,89,2018,0,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,0,2,0,53,9,9,0,0,0,136,2018,3,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,1,0,92,3,26,0,0,0,100,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,0,2,1,0,44,4,23,0,0,0,95,2018,1,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,1,2,0,101,10,24,0,0,0,100,2018,4,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,2,0,160,6,17,0,0,0,129,2018,1,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,0,2,0,30,5,11,0,0,0,116,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,0,2,0,111,8,11,0,0,0,128,2018,0,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,2,2,0,47,1,31,0,0,0,59,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,3,0,153,9,24,0,0,0,143,2018,0,Room_Type 4,Online,Meal Plan 1,Canceled
1,0,0,2,0,188,6,15,0,0,0,130,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,0,1,3,0,53,11,21,0,0,0,88,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,2,0,124,5,9,0,0,0,81,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,3,0,38,10,11,0,0,0,117,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,2,4,0,82,7,1,0,0,0,114,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,4,0,233,8,17,0,0,0,82,2018,1,Room_Type 2,Online,Meal Plan 1,Canceled
1,0,0,3,0,66,11,3,0,0,0,94,2018,3,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,39,8,14,0,0,0,102,2017,0,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
2,0,1,5,0,107,7,11,0,0,0,141,2018,0,Room_Type 1,Online,Meal Plan 2,Canceled
2,0,0,4,0,112,7,22,0,0,0,77,2017,0,Room_Type 1,Online,Meal Plan 1,Canceled
1,0,1,2,0,180,10,10,0,0,0,120,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
3,0,0,2,0,30,11,30,0,0,0,98,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,1,3,0,5,3,14,0,0,0,109,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,1,0,3,11,5,0,0,0,107,2017,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,2,0,204,10,9,0,0,0,73,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,2,2,2,0,125,9,2,0,0,0,211,2018,1,Room_Type 6,Online,Meal Plan 1,Canceled
